,publishedAt,channelId,title,description,channelTitle,liveBroadcastContent,publishTime,thumbnails.default.url,thumbnails.default.width,thumbnails.default.height,thumbnails.medium.url,thumbnails.medium.width,thumbnails.medium.height,thumbnails.high.url,thumbnails.high.width,thumbnails.high.height,videoId
10,2021-11-02T20:04:40Z,UC8p1vwvWtl6T73JiExfWs1g,Biden holds news conference after COP26 climate summit in Glasgow | full video,"President Biden spoke at a news conference after attending the COP26 climate summit in Glasgow, Scotland on Tuesday.",CBS News,none,2021-11-02T20:04:40Z,https://i.ytimg.com/vi/Z8jbkd3rGCc/default.jpg,120,90,https://i.ytimg.com/vi/Z8jbkd3rGCc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Z8jbkd3rGCc/hqdefault.jpg,480,360,Z8jbkd3rGCc
11,2021-11-02T18:13:00Z,UC8p1vwvWtl6T73JiExfWs1g,Voting underway in state and local elections,"Voting is underway in state and local elections across the U.S., including closely-watched governor's races in Virginia and New ...",CBS News,none,2021-11-02T18:13:00Z,https://i.ytimg.com/vi/q9iaPAJPtwE/default.jpg,120,90,https://i.ytimg.com/vi/q9iaPAJPtwE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/q9iaPAJPtwE/hqdefault.jpg,480,360,q9iaPAJPtwE
12,2021-11-02T18:13:10Z,UC8p1vwvWtl6T73JiExfWs1g,World leaders pledge to fight global warming at UN Climate Change Conference,Leaders from dozens of countries are pledging to end deforestation and cut methane emission to help fight global warming.,CBS News,none,2021-11-02T18:13:10Z,https://i.ytimg.com/vi/BOc6qZlMH1I/default.jpg,120,90,https://i.ytimg.com/vi/BOc6qZlMH1I/mqdefault.jpg,320,180,https://i.ytimg.com/vi/BOc6qZlMH1I/hqdefault.jpg,480,360,BOc6qZlMH1I
13,2021-11-02T15:21:00Z,UC8p1vwvWtl6T73JiExfWs1g,Candidates for Virginia governor use national issues to appeal to voters,Democrat and former Governor Terry McAuliffe and Republican Glenn Youngkin are neck-and-neck in the polls and each trying to ...,CBS News,none,2021-11-02T15:21:00Z,https://i.ytimg.com/vi/BATb_4SLVS8/default.jpg,120,90,https://i.ytimg.com/vi/BATb_4SLVS8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/BATb_4SLVS8/hqdefault.jpg,480,360,BATb_4SLVS8
14,2021-11-02T15:14:32Z,UC8p1vwvWtl6T73JiExfWs1g,Election Day arrives for high-stakes Virginia governor&#39;s race,Election Day is the final day for Virginians to cast a vote for governor for either former Democratic Governor Terry McAuliffe or ...,CBS News,none,2021-11-02T15:14:32Z,https://i.ytimg.com/vi/7hEQ8CpuQhA/default.jpg,120,90,https://i.ytimg.com/vi/7hEQ8CpuQhA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/7hEQ8CpuQhA/hqdefault.jpg,480,360,7hEQ8CpuQhA
15,2021-11-02T15:15:28Z,UC8p1vwvWtl6T73JiExfWs1g,WorldView: Shanghai Disneyland shut down over COVID-19 case,"On Sunday, Shanghai Disneyland closed down and barred people inside from leaving after a visitor tested positive for COVID-19.",CBS News,none,2021-11-02T15:15:28Z,https://i.ytimg.com/vi/QOiD6QXgjkc/default.jpg,120,90,https://i.ytimg.com/vi/QOiD6QXgjkc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/QOiD6QXgjkc/hqdefault.jpg,480,360,QOiD6QXgjkc
16,2021-11-02T14:51:18Z,UC8p1vwvWtl6T73JiExfWs1g,Tigray conflict intensifies in Ethiopia,The devastating conflict in Ethiopia is intensifying. Forces from the embattled region of Tigray are ramping up operations and ...,CBS News,none,2021-11-02T14:51:18Z,https://i.ytimg.com/vi/UZhXTX_MBGI/default.jpg,120,90,https://i.ytimg.com/vi/UZhXTX_MBGI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/UZhXTX_MBGI/hqdefault.jpg,480,360,UZhXTX_MBGI
17,2021-11-02T14:30:09Z,UC8p1vwvWtl6T73JiExfWs1g,Biden finishes his European trip with his last day at COP26,Tuesday is President Biden's last day overseas as he wraps up his visit in Scotland for the U.N. global climate summit. He spent ...,CBS News,none,2021-11-02T14:30:09Z,https://i.ytimg.com/vi/8lXi-AHZr5Q/default.jpg,120,90,https://i.ytimg.com/vi/8lXi-AHZr5Q/mqdefault.jpg,320,180,https://i.ytimg.com/vi/8lXi-AHZr5Q/hqdefault.jpg,480,360,8lXi-AHZr5Q
18,2021-11-01T23:55:32Z,UC8p1vwvWtl6T73JiExfWs1g,Virginia gubernatorial candidates make final push before Election Day,"Voters in Virginia are heading to the polls Tuesday to cast their votes for governor in the tightly-contested race, and one of the ...",CBS News,none,2021-11-01T23:55:32Z,https://i.ytimg.com/vi/T1dxxkFtwBI/default.jpg,120,90,https://i.ytimg.com/vi/T1dxxkFtwBI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/T1dxxkFtwBI/hqdefault.jpg,480,360,T1dxxkFtwBI
19,2021-11-01T23:35:40Z,UC8p1vwvWtl6T73JiExfWs1g,"At COP26, Biden says U.S. will &quot;lead by example&quot; in push for urgent climate change",President Biden and leaders from countries around the world are attending the United Nations' climate change summit in ...,CBS News,none,2021-11-01T23:35:40Z,https://i.ytimg.com/vi/Ntn0kr1AfLE/default.jpg,120,90,https://i.ytimg.com/vi/Ntn0kr1AfLE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Ntn0kr1AfLE/hqdefault.jpg,480,360,Ntn0kr1AfLE
20,2021-11-01T23:00:43Z,UC8p1vwvWtl6T73JiExfWs1g,Biden focuses on climate goals at summit with world leaders,"President Biden said in a speech at the COP26 U.N. climate summit that there is ""no time to hang back"" on addressing climate ...",CBS News,none,2021-11-01T23:00:43Z,https://i.ytimg.com/vi/UL6CsTeQtWI/default.jpg,120,90,https://i.ytimg.com/vi/UL6CsTeQtWI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/UL6CsTeQtWI/hqdefault.jpg,480,360,UL6CsTeQtWI
21,2021-11-01T22:45:42Z,UC8p1vwvWtl6T73JiExfWs1g,Democrats scramble to finalize spending bill as Biden talks climate policy abroad,"House and Senate Democrats are still working out a deal on President Biden's social and climate spending package. Plus, the ...",CBS News,none,2021-11-01T22:45:42Z,https://i.ytimg.com/vi/u5WJL0wli4Y/default.jpg,120,90,https://i.ytimg.com/vi/u5WJL0wli4Y/mqdefault.jpg,320,180,https://i.ytimg.com/vi/u5WJL0wli4Y/hqdefault.jpg,480,360,u5WJL0wli4Y
22,2021-11-01T22:44:54Z,UC8p1vwvWtl6T73JiExfWs1g,Supreme Court hears challenge to Texas abortion law,The U.S. Supreme Court heard arguments Monday on the restrictive Texas abortion law. CBS News' Natalie Brand reports from ...,CBS News,none,2021-11-01T22:44:54Z,https://i.ytimg.com/vi/lkykeOQ-f8g/default.jpg,120,90,https://i.ytimg.com/vi/lkykeOQ-f8g/mqdefault.jpg,320,180,https://i.ytimg.com/vi/lkykeOQ-f8g/hqdefault.jpg,480,360,lkykeOQ-f8g
23,2021-11-01T18:12:47Z,UC8p1vwvWtl6T73JiExfWs1g,Treasury Secretary urges Democrats to address debt ceiling alone if needed,Treasury Secretary Janet Yellen is urging Democrats to address the debt ceiling alone if needed to avoid default. CBS News ...,CBS News,none,2021-11-01T18:12:47Z,https://i.ytimg.com/vi/S3a04bQlapk/default.jpg,120,90,https://i.ytimg.com/vi/S3a04bQlapk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/S3a04bQlapk/hqdefault.jpg,480,360,S3a04bQlapk
24,2021-11-01T18:01:31Z,UC8p1vwvWtl6T73JiExfWs1g,Report: Law enforcement failed to act on warning signs of January 6 violence,A new investigation from the Washington Post reveals how law enforcement agencies failed to respond with urgency to warning ...,CBS News,none,2021-11-01T18:01:31Z,https://i.ytimg.com/vi/ZbdHUQB_njQ/default.jpg,120,90,https://i.ytimg.com/vi/ZbdHUQB_njQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ZbdHUQB_njQ/hqdefault.jpg,480,360,ZbdHUQB_njQ
25,2021-11-01T15:40:50Z,UC8p1vwvWtl6T73JiExfWs1g,Biden says fighting climate change is a moral and economic imperative,"At the U.N.'s global summit on climate change, known as COP26, in Glasgow, Scotland, President Biden said all nations need to ...",CBS News,none,2021-11-01T15:40:50Z,https://i.ytimg.com/vi/SqjluFbS9Ko/default.jpg,120,90,https://i.ytimg.com/vi/SqjluFbS9Ko/mqdefault.jpg,320,180,https://i.ytimg.com/vi/SqjluFbS9Ko/hqdefault.jpg,480,360,SqjluFbS9Ko
26,2021-11-01T15:12:31Z,UC8p1vwvWtl6T73JiExfWs1g,Biden speaks at U.N. climate change conference COP26 | full video,President Biden spoke at the COP26 climate conference on Monday. Biden is meeting other world leaders at the United Nations ...,CBS News,none,2021-11-01T15:12:31Z,https://i.ytimg.com/vi/AOSLIzKRqJU/default.jpg,120,90,https://i.ytimg.com/vi/AOSLIzKRqJU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/AOSLIzKRqJU/hqdefault.jpg,480,360,AOSLIzKRqJU
27,2021-11-01T15:08:44Z,UC8p1vwvWtl6T73JiExfWs1g,"G20 countries tackle climate change, tax rates during summit",President Biden is hoping commitments made at the G20 summit will help take on climate change around the world.,CBS News,none,2021-11-01T15:08:44Z,https://i.ytimg.com/vi/QiE67d0whbU/default.jpg,120,90,https://i.ytimg.com/vi/QiE67d0whbU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/QiE67d0whbU/hqdefault.jpg,480,360,QiE67d0whbU
28,2021-11-01T14:29:49Z,UC8p1vwvWtl6T73JiExfWs1g,WorldView: At least 17 people injured in knife attack on Japan train,A 24-year-old man has been arrested on suspicion of attempted murder in Tokyo after a knife attack on a train Sunday evening left ...,CBS News,none,2021-11-01T14:29:49Z,https://i.ytimg.com/vi/mJXkyF35WHg/default.jpg,120,90,https://i.ytimg.com/vi/mJXkyF35WHg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/mJXkyF35WHg/hqdefault.jpg,480,360,mJXkyF35WHg
29,2021-11-01T14:21:34Z,UC8p1vwvWtl6T73JiExfWs1g,Biden attending key global climate conference in Scotland,"President Biden is in Scotland, where he's hoping to highlight the U.S. commitment to fighting climate change while attending a ...",CBS News,none,2021-11-01T14:21:34Z,https://i.ytimg.com/vi/uAtCwNmqVq4/default.jpg,120,90,https://i.ytimg.com/vi/uAtCwNmqVq4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/uAtCwNmqVq4/hqdefault.jpg,480,360,uAtCwNmqVq4
30,2021-11-01T00:06:06Z,UC8p1vwvWtl6T73JiExfWs1g,Biden wraps up G20 summit,"President Biden wrapped up the G20 summit in Rome, Italy, with a press conference. As world leaders wrapped up the two-day ...",CBS News,none,2021-11-01T00:06:06Z,https://i.ytimg.com/vi/BKsWY286yw4/default.jpg,120,90,https://i.ytimg.com/vi/BKsWY286yw4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/BKsWY286yw4/hqdefault.jpg,480,360,BKsWY286yw4
31,2021-10-31T18:23:53Z,UC8p1vwvWtl6T73JiExfWs1g,World leaders gather in Glasgow for climate change summit,"World leaders are meeting this week in Glasgow, Scotland, to discuss global efforts to address climate change and cut ...",CBS News,none,2021-10-31T18:23:53Z,https://i.ytimg.com/vi/RL5QanlPi2U/default.jpg,120,90,https://i.ytimg.com/vi/RL5QanlPi2U/mqdefault.jpg,320,180,https://i.ytimg.com/vi/RL5QanlPi2U/hqdefault.jpg,480,360,RL5QanlPi2U
32,2021-10-31T18:12:46Z,UC8p1vwvWtl6T73JiExfWs1g,Virginia and New Jersey prepare for tight gubernatorial races,Tuesday's elections for governor in New Jersey and Virginia being closely watched as a litmus test for next year's midterm ...,CBS News,none,2021-10-31T18:12:46Z,https://i.ytimg.com/vi/6jdUmVFF7hA/default.jpg,120,90,https://i.ytimg.com/vi/6jdUmVFF7hA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/6jdUmVFF7hA/hqdefault.jpg,480,360,6jdUmVFF7hA
33,2021-10-30T20:15:39Z,UC8p1vwvWtl6T73JiExfWs1g,Virginia gubernatorial race is down to the wire,Early voting in Virginia's gubernatorial election ends today as both candidates make their final case to voters ahead of Tuesday's ...,CBS News,none,2021-10-30T20:15:39Z,https://i.ytimg.com/vi/uYXYPuxpm1Y/default.jpg,120,90,https://i.ytimg.com/vi/uYXYPuxpm1Y/mqdefault.jpg,320,180,https://i.ytimg.com/vi/uYXYPuxpm1Y/hqdefault.jpg,480,360,uYXYPuxpm1Y
34,2021-10-30T20:14:25Z,UC8p1vwvWtl6T73JiExfWs1g,"Heavy rain, gusty winds and flooding threatens Halloween plans",A powerful storm system could disrupt Halloween plans for millions of Americans this weekend. CBS News meteorologist and ...,CBS News,none,2021-10-30T20:14:25Z,https://i.ytimg.com/vi/b82wOqOjZEM/default.jpg,120,90,https://i.ytimg.com/vi/b82wOqOjZEM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/b82wOqOjZEM/hqdefault.jpg,480,360,b82wOqOjZEM
35,2021-10-30T17:45:19Z,UC8p1vwvWtl6T73JiExfWs1g,Progressive congressman and advocate for paid family leave reacts to Democrats&#39; spending bill cuts,"Representative Jimmy Gomez has been a staunch advocate for paid family leave, but the White House has removed it from the ...",CBS News,none,2021-10-30T17:45:19Z,https://i.ytimg.com/vi/QRgY4OJZlNo/default.jpg,120,90,https://i.ytimg.com/vi/QRgY4OJZlNo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/QRgY4OJZlNo/hqdefault.jpg,480,360,QRgY4OJZlNo
36,2021-10-30T17:41:00Z,UC8p1vwvWtl6T73JiExfWs1g,President Biden discusses Iran nuclear deal at G20 summit,President Biden is in Italy for the annual G20 summit. CBS News senior White House correspondent Weijia Jiang details what the ...,CBS News,none,2021-10-30T17:41:00Z,https://i.ytimg.com/vi/EbOEXah4II4/default.jpg,120,90,https://i.ytimg.com/vi/EbOEXah4II4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/EbOEXah4II4/hqdefault.jpg,480,360,EbOEXah4II4
37,2021-10-30T00:37:17Z,UC8p1vwvWtl6T73JiExfWs1g,FDA authorizes Pfizer&#39;s pediatric COVID vaccine for emergency use,The FDA has authorized Pfizer's COVID-19 vaccine for kids aged 5 to 11. Clinical trials found the smaller dose is 91% effective ...,CBS News,none,2021-10-30T00:37:17Z,https://i.ytimg.com/vi/LWHGdEmqHAM/default.jpg,120,90,https://i.ytimg.com/vi/LWHGdEmqHAM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/LWHGdEmqHAM/hqdefault.jpg,480,360,LWHGdEmqHAM
38,2021-10-30T00:33:54Z,UC8p1vwvWtl6T73JiExfWs1g,Virginia&#39;s gubernatorial race in a dead heat as it enters its final stages,The battle for Virginia governor sits in a dead heat just days away from the election. Politico reporter Maya King explains to ...,CBS News,none,2021-10-30T00:33:54Z,https://i.ytimg.com/vi/FJvmaM6mi78/default.jpg,120,90,https://i.ytimg.com/vi/FJvmaM6mi78/mqdefault.jpg,320,180,https://i.ytimg.com/vi/FJvmaM6mi78/hqdefault.jpg,480,360,FJvmaM6mi78
39,2021-10-30T00:04:45Z,UC8p1vwvWtl6T73JiExfWs1g,Biden begins European trip with meeting with the Pope and French President Macron,"President Biden made history on Friday, becoming only the second Catholic President in U.S. history to meet with Pope Francis.",CBS News,none,2021-10-30T00:04:45Z,https://i.ytimg.com/vi/uEoBGXVMCRo/default.jpg,120,90,https://i.ytimg.com/vi/uEoBGXVMCRo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/uEoBGXVMCRo/hqdefault.jpg,480,360,uEoBGXVMCRo
40,2021-10-29T23:56:19Z,UC8p1vwvWtl6T73JiExfWs1g,Colorado secretary of state discusses security ahead of upcoming election,Secretaries of state across the country are taking action to combat false information and potential security issues in the upcoming ...,CBS News,none,2021-10-29T23:56:19Z,https://i.ytimg.com/vi/FKGoZYKXgYs/default.jpg,120,90,https://i.ytimg.com/vi/FKGoZYKXgYs/mqdefault.jpg,320,180,https://i.ytimg.com/vi/FKGoZYKXgYs/hqdefault.jpg,480,360,FKGoZYKXgYs
41,2021-10-29T22:22:40Z,UC8p1vwvWtl6T73JiExfWs1g,Understanding the growing diversity of America’s gun owners,A new episode of CBSN Originals' Reverb series investigates how gun owners are growing more diverse. CBSN previews the ...,CBS News,none,2021-10-29T22:22:40Z,https://i.ytimg.com/vi/o9NPjnl6CCk/default.jpg,120,90,https://i.ytimg.com/vi/o9NPjnl6CCk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/o9NPjnl6CCk/hqdefault.jpg,480,360,o9NPjnl6CCk
42,2021-10-29T21:38:05Z,UC8p1vwvWtl6T73JiExfWs1g,Republican Congressman Adam Kinzinger won&#39;t seek reelection,"Illinois Republican Congressman Adam Kinzinger, an outspoken Trump critic and member of the House committee investigation ...",CBS News,none,2021-10-29T21:38:05Z,https://i.ytimg.com/vi/2l4OK7elARM/default.jpg,120,90,https://i.ytimg.com/vi/2l4OK7elARM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/2l4OK7elARM/hqdefault.jpg,480,360,2l4OK7elARM
43,2021-10-29T21:32:31Z,UC8p1vwvWtl6T73JiExfWs1g,The constitutional argument for unseating lawmakers accused of working with January 6 planners,Progressive lawmakers such as Representatives Alexandria Ocasio-Cortez and Cori Bush are pushing to remove some ...,CBS News,none,2021-10-29T21:32:31Z,https://i.ytimg.com/vi/RyteKvd-RPY/default.jpg,120,90,https://i.ytimg.com/vi/RyteKvd-RPY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/RyteKvd-RPY/hqdefault.jpg,480,360,RyteKvd-RPY
44,2021-10-29T21:30:12Z,UC8p1vwvWtl6T73JiExfWs1g,Darien Gap 2021: A Haitian Exodus,"In 2010, a devastating earthquake drove Haitians from their homeland to rebuild their lives. Ten years later in the wake of a ...",CBS News,none,2021-10-29T21:30:12Z,https://i.ytimg.com/vi/Frh4BaXt-vw/default.jpg,120,90,https://i.ytimg.com/vi/Frh4BaXt-vw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Frh4BaXt-vw/hqdefault.jpg,480,360,Frh4BaXt-vw
45,2021-10-29T19:11:03Z,UC8p1vwvWtl6T73JiExfWs1g,Biden meets with Pope Francis and French President Macron,"President Biden is in Europe for the G20 and climate summits, and has already met with Pope Francis and French President ...",CBS News,none,2021-10-29T19:11:03Z,https://i.ytimg.com/vi/01ha9Rnsb_8/default.jpg,120,90,https://i.ytimg.com/vi/01ha9Rnsb_8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/01ha9Rnsb_8/hqdefault.jpg,480,360,01ha9Rnsb_8
46,2021-10-29T18:14:06Z,UC8p1vwvWtl6T73JiExfWs1g,France and Britain fight over fishing rights,A dispute between France and the U.K. over fishing rights is escalating. CBS News foreign correspondent Charlie D'Agata joins ...,CBS News,none,2021-10-29T18:14:06Z,https://i.ytimg.com/vi/hOk1Z-_XYmc/default.jpg,120,90,https://i.ytimg.com/vi/hOk1Z-_XYmc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/hOk1Z-_XYmc/hqdefault.jpg,480,360,hOk1Z-_XYmc
47,2021-10-29T17:53:49Z,UC8p1vwvWtl6T73JiExfWs1g,Biden tells Macron the handling of French submarine contract was &quot;clumsy&quot;,"In his first meeting with French President Emmanuel Macron since a spat over a canceled submarine contract in September, ...",CBS News,none,2021-10-29T17:53:49Z,https://i.ytimg.com/vi/PXISlH9fXio/default.jpg,120,90,https://i.ytimg.com/vi/PXISlH9fXio/mqdefault.jpg,320,180,https://i.ytimg.com/vi/PXISlH9fXio/hqdefault.jpg,480,360,PXISlH9fXio
48,2021-10-29T16:17:49Z,UC8p1vwvWtl6T73JiExfWs1g,Policing and crime become flashpoints in Minneapolis mayor race,"More than a dozen people are vying to become Minneapolis mayor. With crime on the rise in the city, police reform has taken ...",CBS News,none,2021-10-29T16:17:49Z,https://i.ytimg.com/vi/n69EWZVdsE0/default.jpg,120,90,https://i.ytimg.com/vi/n69EWZVdsE0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/n69EWZVdsE0/hqdefault.jpg,480,360,n69EWZVdsE0
49,2021-10-29T16:00:24Z,UC8p1vwvWtl6T73JiExfWs1g,Japan betting on hydrogen to achieve carbon-neutral plans,Japan is placing multiple bets on hydrogen as a fuel source. The country's ultimate goal is to become the world's first hydrogen ...,CBS News,none,2021-10-29T16:00:24Z,https://i.ytimg.com/vi/iVSlo6pVayw/default.jpg,120,90,https://i.ytimg.com/vi/iVSlo6pVayw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/iVSlo6pVayw/hqdefault.jpg,480,360,iVSlo6pVayw
50,2021-10-29T16:00:24Z,UC8p1vwvWtl6T73JiExfWs1g,Japan betting on hydrogen to achieve carbon-neutral plans,Japan is placing multiple bets on hydrogen as a fuel source. The country's ultimate goal is to become the world's first hydrogen ...,CBS News,none,2021-10-29T16:00:24Z,https://i.ytimg.com/vi/iVSlo6pVayw/default.jpg,120,90,https://i.ytimg.com/vi/iVSlo6pVayw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/iVSlo6pVayw/hqdefault.jpg,480,360,iVSlo6pVayw
51,2021-10-29T15:44:37Z,UC8p1vwvWtl6T73JiExfWs1g,Biden meets with Pope Francis in Rome ahead of G20 Summit,President Biden kicked off his second major trip abroad with an audience with the pope. CBS News senior White House ...,CBS News,none,2021-10-29T15:44:37Z,https://i.ytimg.com/vi/wO7ROEf_baY/default.jpg,120,90,https://i.ytimg.com/vi/wO7ROEf_baY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/wO7ROEf_baY/hqdefault.jpg,480,360,wO7ROEf_baY
52,2021-10-29T14:53:10Z,UC8p1vwvWtl6T73JiExfWs1g,Democrats continue negotiations on Build Back Better agenda,Democrats have still not finalized a deal on President Biden's Build Back Better agenda as the president arrives in Europe for ...,CBS News,none,2021-10-29T14:53:10Z,https://i.ytimg.com/vi/XPTRqxs1jX0/default.jpg,120,90,https://i.ytimg.com/vi/XPTRqxs1jX0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/XPTRqxs1jX0/hqdefault.jpg,480,360,XPTRqxs1jX0
