rating,title,user,user_link,time,comment
7," It's nice to see something new from the comics
",justuskross,/user/ur151422201/,28 February 2023,"I think what I did right watching this movie was not informing myself at all what would be in it. This helped the storyline a lot. It's worth watching but don't expect to much of it. The visuals and effects are as good as always , if not better. I think it's very sad that some characters are introduced and the movie is making us love them and then kills them in a kind of nonchalant way. I kept going back to drink and popcorn, sadly the movie failed to suck me deep into the story. The final showdown was pretty predictable with the wasp coming to ant man's rescue.The movie also failed to answer all my questions I had about the story. Can anyone tell me if Kang is a elemental ? I believe it's very likely with his technology and outfit fitting the other elements."
5," Not an Antman Movie but more World Building
",kgprophet,/user/ur1158617/,28 February 2023,"The whispers have been turning into solid fact that audiences are getting tired of superhero movies. Why movies like Eternals failed is that there is yet another character origin story to tell. Another world to build. But that is only one problem with this movie. I liked the first two Antman films, not my favourite MCU character, but Paul Rudd definitely added decent charm into the mix. So that is another problem, lack of Paul Rudd screentime and less humour. Except for a scant witty remark here and there, this is not meant to be a fun film. Even when Bill Murray shows up for a cameo. He says his lines and tries to be provocative. But exits rather quickly and gets tossed into the pile of new characters being introduced in this movie. Which is the biggest problem with this film. Too many new characters. It is a problem with world building, here the Quantum universe, having to establish all these groups of people and their stake in things.For instance, this teenage girl was introduced and had some stake in the whole universe being destroyed or something. After the big battle at the end, they return to the girl and now the universe won't be destroyed, or something. I had literally forgotten about her. Same thing for Bill Murray, what was he all about? It goes on. There is a big group of CGI characters. The only one that stood out was a walking lava lamp who wished he had holes. Worse, the second act gets bogged down as we must have this quantum universe explained to us. ""Why didn't you mention to us that you (saw this stuff, met these people) when you were down here?"" is constantly asked of Michelle Pfeiffer's character. I think too much is made of her hiding this stuff. She didn't want to talk about it, let's move on.The last problem I had with this movie was the ugly environments that made up the Quantum universe. Like most films like this recently, things are really dark. I mean physically dark, with many things going on the big screen hidden in shadows, at night. In general, I get tired of being immersed in gloomy worlds for two hours. I thought the trend was going away from the dark themed blockbusters. I guess filmmakers prefer the dark again.So to sum up:
Too little Paul Rudd and his humour
Too many new characters
Too much world building
Too much time explaining all these things
Ugly environmentsI give it a five out of ten. I will give some stars for staying in bounds by not running over two hours, and being a mostly watchable film with no major stumbles. Oh, and I didn't care for Evangeline Lilly's new hairdo."
6," An alright movie
",bend-25191,/user/ur135348401/,28 February 2023,"As a standalone movie, it's a fun family friendly flick, you can watch it as you come home from work, then go to bed and forget about it in the morning.The problem is that this is the introduction of the next big bad in the MCU, and as such it's just a big disappointment. It feels like a DC movie parodying the MCU instead of an actual MCU installment.It's just so boring and safe. Despite the avenger-level stakes, it just feels like nothing is ever happening.It takes the most interesting parts of the MCU movie formula and forgets about it, leaving only the annoying parts.I just hope the next time we see Kang the Conqueror he's in a more interesting movie."
3," Movie full of wasted potential and useless gags
",Doctor_Dafaria,/user/ur147974200/,28 February 2023,"It's clear that a lot of studio influence and producers has heavily influenced this script where a movie that meant to upstart the saga's main villain, ended underplaying the stakes by making it a generic guardians of the galaxy rip off with humorless gags and middle school tier level writing that an average mediocre English teacher can see through.Let's start with the characters, the main villain Kang is played quite well but clashes with the tones that the film portrays, Kang is meant to be intimidating and merciless which clashes with the absurdist humor this film has established within the first act. Antman is as good as always and there isn't much to go over, Hank Pym (the original antman) has virtually nothing to do in this movie but to act like the ""grumpy grandpa"" character whose just bewildered all the time, are you kidding me? You got the great Michael Douglas who played many great roles yet you basically reduced him to some crappy Rick and Morty gag that isn't funny in the first place. Now we get into the deeper negatives, Janet's character is basically some mysterious character that really doesn't make sense in the grand scheme of things, why didn't she talk about what was in the Quantime realm? Even if she didn't want to talk about Kang because she was intimidated but she could of at least discuss that there is another subatomic world that is best to be left alone, why are we using the ""we talk about this later"" clutch to create fake melodrama, what a terrible plot device! Her whole gag that she had a ""relationship"" with the Bill Murry character was a complete waste of time that could be replace by some other backstabbing goon, it felt like I was watching a modern star wars movie by having these space bars and aliens that are too silly to be taken seriously. Cassie is such a wasted character, she is meant to be like a legacy hero, but she has little to no character development. How many times are you going to keep recasting Cassie's character as this is the third time you did this, the first excuse marvel did is because ""no one knew this actress hence why we recast"" and now what's the narrative now Marvel? I don't blame any of the actresses that played Cassie but I can tell that none of the writers know how to write female characters because they follow the tropes and stereotypes you see in a male gaze film where they're incompetent and need a man to save the day, except there is no obvious sexism in the clothing that's the only difference. Bad way to start off your Phase 5 series!The plot is dumb, the aesthetics and design infuriate me because it's all a mix of modern marvel aesthetic, modern Star Wars, and that boring film Strange World Disney film where all the character design of aliens are reduced to gags and ""zany"" humor that completely stops the film for no good reason. I hate how alien characters are reduced to gags yet they expect you care about their oppression that Kang has inflicted on them. Wrong! One of the main things that make you feel bad about a certain group of people or being is their humanity, how their culture act, how they live and what issues they face during economically so you feel scared or angry that you see them suffer; but none of the film has that as they're reduced to Rick and Morty gags! What a waste of time and resources!I dont have that ""superhero fatigue"" or whatever the critics have, but people are tired of lazy writing and forced jokes that ruins the tone of the movie, it's ok to joke but when it undermines the entire movie, it becomes a problem. If the end credits are more interesting than the actual movie, you have failed to catch the audience's interest!"
10," fun retro comedy
",botata,/user/ur162807631/,28 February 2023,"Unassuming summer comedy filled with clichés and beautiful sceneries. Felt like one of those 1980s Italian comedies, minus Bud Spencer. Charming, definitely much better than the 3 stars it currently has. Unassuming summer comedy filled with clichés and beautiful sceneries. Felt like one of those 1980s Italian comedies, minus Bud Spencer. Charming, definitely much better than the 3 stars it currently has. Unassuming summer comedy filled with clichés and beautiful sceneries. Felt like one of those 1980s Italian comedies, minus Bud Spencer. Charming, definitely much better than the 3 stars it currently has."
10," What Ant-Man should be.
",ifallforeveryone,/user/ur34832440/,28 February 2023,"Everything about this film felt like a Saturday morning cartoon. The only thing that could have made it more so was if they had been sucked into a tv and had been cartoons the entire time (which I suppose they were as it was actually all animated by computer artists).I felt I had to rate high to overcompensate for unnecessarily harsh reviews. But in all honest it basically was a 10/10 for an Ant-Man movie. For a regular Marvel movie? 7/10. I could have dealt with a little more character growth from people other than Scott, Cassie, Kang, and Janet though (most the first two). That being said Jonathan Majors as Kang is the star of the show. He killed it.Ps. I want psychic Chidi in another Marvel Movie."
10," Better than expected
",lgrisafe,/user/ur62841867/,28 February 2023,"We went to this movie expecting a mediocre film but we're pleasantly surprised. The plot was intriguing, and the special effects were good. Very Star Wars-ish. If you enjoy Marvel movies I highly recommend this very enjoyable film. We went to this movie expecting a mediocre film but we're pleasantly surprised. The plot was intriguing, and the special effects were good. Very Star Wars-ish. If you enjoy Marvel movies I highly recommend this very enjoyable film. We went to this movie expecting a mediocre film but we're pleasantly surprised. The plot was intriguing, and the special effects were good. Very Star Wars-ish. If you enjoy Marvel movies I highly recommend this very enjoyable film."
3," One of Marvel's worst
",skjoe-1,/user/ur20011798/,28 February 2023,"Antman and the Wasp: Quantumania is another cookie cutter, bland, green screen borefest that reeks of poor writing and rushed special effects.As a huge fan of marvel and their movies I was massively disappointed with the post-endgame content. Gone are complex, well written characters and everyone appears to have been replaced with subpar variants. Dr Strange 2 was a huge missed opportunity and Thor 4 was almost embarrassing. Then along comes the next Ant-man film.The first 2 Ant-man movies were fun, heist style movies with low stakes and great humour. The true spectacle of them both was watching the heroes shrink down and interact with everyday objects.It would be appropriate to rename this movie Janet Van Dyne: Quantumania. The film begins with her and most of the plot revolves around her, plus she has an insane amount of screen time. Hope and Hank have barely any screen time and literally nothing to do for 90% of this film.My first doubts began at the start of the movie. After we catch up with Scott Lang living his everyday good life, we get introduced to his daughter Cassie. Not only is her performance in this movie so wooden and bland, they've turned her into some stubborn activist constantly talking down to her father. (Is this character really someone girls can look up to and be inspired by?)At a dinner scene, Scott mentions that he saved the universe and everyone downplays this as if it's nothing. Then Hank explains that Cassie has made a sub-atomic quantum signal machine, in her basement. I mean of course she has. Another strong independent female who is perfect and can do everything straight away.Then the machine breaks and sucks everyone into the quantum realm. I mean it was unplugged then it came back but I understand this mcguffin is just a lazy plot device to get our characters into the quantum universe.Then we get overload of green screen. What could of been a visually striking and completely fascinating world of creative beauty just feels so bland and uninspired.Scott and Cassie bump into some tribes of survivors and Hope, Hank and Janet go on a hunt to find a device we understand Kang wants.Well I am here let's talk about Kang. Jonathon Majors puts in a decent performance and has some potential but he's wasted here. We are told so many times how powerful and terrifying Kang is. How he is dangerous, how he can wipe out timelines and destroy universes but they really don't follow the show don't tell rule here.What proceeds next is some mindless, boring expedition through the quantum realm. Split between meeting random alien characters who we really can't care about and a pointless Bill Murray cameo. Let me talk about the humour in this movie, there is none. There isn't even an attempt. My cinema was packed and completely silent. Thor love and thunder had too many jokes that didn't land but at least it tried and it could muster a chuckle out of me. Ant-man had no humour at all. Even Paul Rudd, who has plenty of comedy move experience, struggles to work with the material here.Then we have the movies biggest embarrassment; Modok. Not the sadistic, genius, supervillain from the comics but Yellowjacket from the first movie is back and turned onto one of the worse cgi villains I have ever seen. A constant (unfunny) joke and so pointless and unthreatening in this film.The films final act ends in a huge messy cgi battle among Kangs troops and the aliens we saw earlier. This blurry, unbearable mash of special effects and random characters we don't care about it is where I really struggled to stay invested.Cassie not only has her own suit and can control it but helps Scott go toe to toe with Kang. Not only does Kang never use his powers (the ones he used on the cannon fodder aliens earlier) but he even makes light of wiping out the avengers multiple times in the past. Yet he struggles against Ant-man.Thanos was teased for years as this huge threat. When we first see him in infinity war, he has defeated Thor and beats Hulk in a fight, which was like a benchmark of strength. Plus his plans and powers are clear and understandable.Kangs powers in this movie are firing blue beams and producing a shield. That is it. His motives? He wants to destroy timelines. Why? Don't know. I guess if you have an alternate version of yourself your first thought is to destroy the timeline?How can you plan your next phase of films based on such a weak, pointless and uninteresting villian?When the movie ends no one has changed, no one has had any character development and it makes the film seem pointless.Ultimately it's a bland, mess of a movie. Lacking creativity and any distinct style. No memorable scenes. Forgetful score and awful writing. I wouldn't even recommend watching it for free."
4," My dreams have died
",markleachsa-1,/user/ur4858694/,27 February 2023,"My first reaction: hang on, physics doesn't work like that. But I put that aside, as I wanted so, so badly to like this movie. Paul Rudd is an amusing and likeable chap, even though the jokes and dialogue between him and his quantam-travelling family were old and heavy and stale, without a spark of spontaneity.Evangeline Lilly is stunning, even on a bad day. But then, she must have had a series of awful days, because they managed to turn the astonishing Elven captain from the Hobbit, into a frumpy librarian and then punish her by restricting her dialogue to a few meaningless responses.Michael Douglas looked thoroughly bored and if I hadn't caught dollar signs in his eyes now and again, I would have thought he'd been blackmailed into returning to this franchise.Kang was played by a wooden puppet as far as I could tell, although I couldn't see the strings, so the effects department covered those up well. Good for them. An award please!Katherine Newton who played Rudd's grown-up daughter did shine with enthusiasm as did some of the side characters. But the plot was old and full of cobwebs from other movies: The Return of the Jedi, Braveheart, Lawrence of Arabia and every other movie where a downtrodden people are prodded into revolution. I kept looking for an Ewok to appear, but sadly no, unless I missed them in the crowd of other creatures that had little, if anything, in common.It was big on effects in order to disguise that it was poor on story, so if all you are looking for is fast-moving eye-candy, then this is the one for you.Perhaps the one bright spot was the determined professionalism of Michelle Pfeiffer, who somehow managed to look and act younger and more dynamic than her 'daughter'.If it wasn't for her, I would have wandered out of this tired rehash of old plots halfway through, instead of doing that with ten minutes to go. Somehow it was more interesting to go and watch people going in and out of the various screens than continue to the end. 4/10."
8," Darker tone and more intense than the first two films
",ostlerb-02853,/user/ur126612256/,27 February 2023,"Quantumania finally moves on from the ""ex con who can't get a job"" narrative to a much more competent version of Scott Long and a fresh, original story that hasn't already been impacted by the events of other movies. Frankly, I'm glad that the movie was much different than the first two. I never really felt any suspense or excitement in those.The tone of the series gets a much needed makeover. The comedy is minimal, the suspense is much higher, and the producers finally found the right music to illustrate the mood. Best of all, Scott finally transforms himself from the clumsy, annoying character he used to be to the serious, valiant fighter that I've waited 8 years for.I wasn't a fan of all the goofy, CGI characters that were introduced. And as usual, the writers attempted to inject comedy where it simply doesn't fit. In fact, the first 15 minutes are actually very cringy. Since I can't give it a 7.5 rating, I'm rounding up to 8. In reality, it's a 7.5 for me."
8," Actually, this is really entertaining! Just enjoy.
",gcsman,/user/ur66541531/,27 February 2023,"I see that some reviewer on the web referred to this as Marvel's version of Star Wars. In fact I think there's a lot to that. Loads of weird creatures, a big cast, an evil empire and a rebel alliance, armies of identical storm troopers, and a huge CGI blast that is probably Marvel's biggest yet. This is like Star Wars in the same way that Shang-Chi: The Legend of the Ten Rings was like Crouching Tiger, Hidden Dragon.So this is the way they decided to introduce Kang full-on (after a short lead-in on the Loki streaming series) and generally I'm OK with it. Half an hour in to the show I really started to enjoy the ride. (More so, in fact, than I like any of the Star Wars series, which are undeniably splashy but have semi-random plots and dialog aimed at 8 year olds.)I want to give credit to the cast, more than I usually do. The ensemble nature of it works most of the time really well. The 'nuclear family' with Hank Pym, Janet van Dyne, daughter Hope, and Scott and Cassie Lang were all played just fine by Michael Douglas, Michelle Pfeiffer, Evangeline Lilly, Paul Rudd, and Kathryn Newton. Though Scott is the headliner, I was pleasantly surprised by how much work they gave to Michelle Pfeiffer and Kathryn Newton -- they rock. If anyone was sidelined a bit it was Lilly (really guys? She's in the title after all). Jonathan Majors is duly impressive as Kang, playing a wildly different version of him than He Who Remains who we saw in Loki. Katy O'Brian and William Jackson Harper are great as rebel leaders with distinctive abilities and make the most of their screen time. And Bill Murray ...Despite the long parade of action scenes and dialog that is just enough to understand what's going on, it flows well from end to end. With short 'bookend' sections in our everyday world, everything takes place in the Quantum Realm. It's all very colorful and imaginative at a level we didn't even see in Doctor Strange Multiverse of Madness.But just a final caveat: if this was *really* a quantum realm in the true physics sense, I probably don't need to say that it wouldn't look anything like this. The real thing? Absolutely anything we take for granted in the everyday world, like, I don't know, gravity? Structures? Sound and air? Light? Dialog? Nonexistent. Objects aren't even defined, they are just probability clouds. So this is all crazy in the same sense as our sci-fi settings like Captain Marvel, Guardians of the Galaxy, and Star Wars too, violate basic principles by using FTL space travel and simultaneity.But I guess that's not the point. This is storytelling and I enjoyed watching this story."
8," Compared to ""Love and Thunder"" - it's a masterpiece
",captainzoath,/user/ur53526034/,27 February 2023,"I went into this movie with very very low expectations after the last debacle of love and thunder. I had read the reviews and saw that there was a lot of poor comments about the movie. I decide to go see it on my own again with very low expectations, and I was pleasantly surprised - the graphics are amazing.I felt like the movie had a good flow with a good message and I have heard others say that they felt like it was all about Kong but I didn't really get it that way I really enjoyed some of the humor between Ant-man and the rest of the cast - Douglas always does a really good job.The only irritating character to me in the whole movie was Ant-man's daughter - nowadays every teenage girl is smarter than their dad and their dad is some kind of bumbling buffoon who has to learn through her wise examples."
1," Boring and characters have no brain
",hccontreras-66897,/user/ur127614462/,27 February 2023,"I was sooooooo borrrrrrred during this whole movie. Plot was super dumb. I hate when movies make characters dumb just so that they have a reason to move the plot forward, oh! And also,...how covinient and how many coincidences happen just make everything so.... Tidy! Ha ha NOT!I saw so many negative reviews on this, i figured id give it a shot, but yes, not a good movie. I feel bad for. Paul Rudd. I like him as an actor and he did his best as the Ant Man character but... Plot wise and just all the mess around it... It's just sad and boring. FANCY SPECIAL EEFECTS DON'T AUTOMATICALLY MAKE A GOOD MOVIE!! Character development and thoughtful interactions are what makes movies great!"
6," Loosing it's game
",peetjepitstra,/user/ur27315744/,27 February 2023,"After a joyfull watch in the theather with some laughs this is another Marvel movie that maybe proves this universe is loosing it's game.As usual the movie starts with Paul Rudd, making the best of it, even with the clear precence of being the less known Avenger. Him doing his thing however keeps it fun to watch. Now, with his daughter joining the ""family business"" the movie tries to give a message how fathers love thair daughters. And all that in a giant small universe witch brings a couple of laughable characters...and Kang. However plaid well the character somehow just not delivers the new big bad guy. The other main character are there when needed and give some backgroundstory. At the end it feels like there is a lot but misses the grasp."
