business_id,date,review_id,stars,text,type,user_id,cool,useful,funny
h53YuCiIDfEFSJCQpk8v1g,1/11/10,cGnKNX3I9rthE0-TH24-qA,5,"They have a limited time thing going on right now with BBQ chicken pizza (not sure how long it's going to last) but let me just say it was amazing.  Probably THE best BBQ Chicken pizza I have ever had.  I have tried other things too, like the tomato basil soup, and many of their sandwiches ... very good, very fresh - every time.  

The 5 stars is for the pizza, but if I were to rate Jason's Deli over all they would get about a 4.",review,UPtysDF6cUDUxq2KY-6Dcg,1,2,0
WGNIYMeXPyoWav1APUq7jA,12/23/11,FvEEw1_OsrYdvwLV5Hrliw,4,"Good tattoo shop. Clean space, multiple artists to choose from and books of their work are available for you to look though and decide who's style most mirrors what you're looking for. I chose Jet to do a cover-up for me and he worked with me on the design and our ideas and communication flowed very well. He's a very personable guy, is friendly and keeps the conversation going while he's working on you, and he doesn't dick around (read: He starts to work and continues until the job is done). He's very professional and informative. Good customer service combines with talent at the craft.",review,Xm8HXE1JHqscXe5BKf0GFQ,1,2,0
yc5AH9H71xJidA_J2mChLA,5/20/10,pfUwBKYYmUXeiwrhDluQcw,4,"I'm 2 weeks new to Phoenix. I looked up Irish bars in town and found Rosie's. The decor and ambience was outstanding. I went there by myself on a Wednesday night in hopes of finding some friendly folks and that is exactly what happened. I ate dinner at the bar. Marcy was the bartender and she was very friendly and helpful and she introduced me to a whole bunch of people. For dinner I had a Rueben sandwich, which was pretty large and very good. I had a a small Rosie salad as my side and it did the job. I wish it was made with lettuce other than iceburg, but the bacon & eggs & other toppings helped a whole lot. I drank a nice, cold Smithwick's from the tap. Followed that up with 2 vodka tonics and my whole tab was under $25! 

The basketball game was on when I first got there. After the game, the jukebox was playing a fabulous mix of the best oldies. Around 10pm a live band played. I didn't catch much of their performance but I did notice that I really like the singer's voice and that's rare for me since I don't typically care for female vocalists.


All the people I spoke to were super nice and very welcoming. I am sure I will see a bunch (or all) of them again and I look forward to that!",review,JOG-4G4e8ae3lx_szHtR8g,1,1,0
Vb9FPCEL6Ly24PNxLBaAFw,3/20/11,HvqmdqWcerVWO3Gs6zbrOw,2,"Was it worth the 21$ for a salad and small pizza? Absolutely not! Bad service. Maybe the guys grandma died I don't know. I want to tell you what really made me mad about the experience. We order the small pizza and salad and the guys could have cared less and took our $ and we sat down. We were looking around and hmm, there's a sign saying ""x large pizza and large salad only 23$"". Wow that would have been nice if the guy told us that. I left hungry, mad and unsatisfied. 

To the owner: teach your employees the value of upselling and telling the specials. Something so small can affect a customers experience negatively. 

And your salads are severely overpriced 

Won't go back unless I'm desperate.",review,ylWOj2y7TV2e3yYeWhu2QA,0,2,0
supigcPNO9IKo6olaTNV-g,10/12/08,HXP_0Ul-FCmA4f-k9CqvaQ,3,"We went here on a Saturday afternoon and this place was incredibly empty.  They had brunch specials going on, including $2 bloody mary's and mimosas, but we were more in the mood for lunch.  Except for the bloody mary, I had to try one.  It came out in a high-ball-sized glass.  Boo!  But it was really tasty. Yay!  The hubby remembered a sign outside the restaurant a few weeks back that said they had Arrogant Bastard, and he got a 22 oz bottle for $4.75.  Hey, that's not fair!!

Next up: the wings.  We were a bit hesitant to order them when the waitress informed us that they are ""seasoned"" but not sauced, so they can't be ordered hot.  We did ask for them crispy though, and the waitress even asked the cooks to throw them back in for a few minutes when they came out not visibly crispy.  These non-traditional wings were actually pretty damn good.  The seasoning was a little spicy and salty with just a hint of sweet.  If I were in the mood for the tang and kick of Frank's Hot Sauce, these wouldn't cut it, but otherwise they were good enough to go back again for.

My entree was the Tilapia salad, and I was a bit disappointed.  The fish was a bit dry and uninspired. And the greens underneath were overdressed and wilted.  I ate the greens around the fish and picked out the almonds and Mandarin oranges, but I had to leave the mush hiding underneath the fish.

It wasn't bad enough to say I wouldn't go back, but I won't be anxiously awaiting my next trip.",review,SBbftLzfYYKItOMFwOTIJg,3,4,2
O510Re68mOy9dU490JTKCg,5/3/10,j4SIzrIy0WrmW4yr4--Khg,5,"okay this is the best place EVER! i grew up shopping at the one in los gatos, and the one in Oakville. i was shock when i saw the best store in the world in Scottsdale and then not surprised at all. the have all the good stuff. from cheese down to wine. i can't tell you how happy i am that this store is here in Arizona. now if we could just get dean and deluca!",review,u1KWcbPMvXFEEYkZZ0Yktg,0,0,0
b5cEoKR8iQliq-yT2_O0LQ,3/6/09,v0cTd3PNpYCkTyGKSpOfGA,3,"I met a friend for lunch yesterday. 

Loved the water feature and patio walking in, if it had been warmer I would have definitely sat outside. 

Inside was a little dark and I guess it was all the bats around but it reminded me of ""Dusk Till Dawn"". 

We were seated, I hope was hoping for chips and salsa, I guess they don't serve them here? 
We weren't even offered the ones on the menu, which I probably would have declined anyway because chips and salsa should be complimentary. 

Anyhow I ordered the Fresh Snapper Tacos (see pics) 
There is a lot of fish there being smothered by all those peppers, but as for everything else what you see is what you get.

For $15 I would have liked more than a TBSP of each, rice and beans, and a DEFINITELY more than a teaspoon of cheese and sour cream and maybe a lime or lemon. 
There was more garnish on the plate than anything. Other than that it was good. 

My Friend ordered the Green Chile Stew and The Green Chile Mac and Cheese (see pics) She has been here before so knew what she liked. I tasted the macaroni and thought it was pretty good too.

I'll give 3 stars until I go back and try out some other things.",review,UsULgP4bKA8RMzs8dQzcsA,5,6,4
4JzzbSbK9wmlOBJZWYfuCg,11/17/11,a0lCu-j2Sk_kHQsZi_eNgw,4,"They've gotten better and better for me in the time since this review was written. 

My last contact with them was a few days ago when I was having trouble redeeming some Groupons on their website. I called customer service and after waiting a few minutes I spoke with a rep who cheerfully booked four separate flights for me, patiently and manually entering my Groupon info for each one.

I think the acquisition by Republic has helped them overall. After Republic took over the in-flight cookies started. It still tends to suck if you aren't Ascent club (like just about any budget-centric airline does), but once you get there it's a good value. When I've had to fly Southwest or USAir I've been disappointed in comparison.",review,nDBly08j5URmrHQ2JCbyiw,1,1,1
8FNO4D3eozpIjj0k3q5Zbg,10/8/08,MuqugTuR5DdIPcZ2IVP3aQ,3,"DVAP....

You have to go at least once in your life. It really is a neat place with alot of history. 

The service is great, it appears to be family run. 

The food is good. Better then Dennys but not as good as Mimi's. 

I had the all u can eat of beef ribs, lasagna, meat loaf, cat fish, chicken, mashed and diced potatoes, stuffing, rice, homemade apple pie, etc and salad bar. I know I am missing a bunch of stuff they had but you get the drift. 

They run specials on Prime rib and stuff so you might want to call to see what they are serving the night you go.",review,C6IOtaaYdLIT5fWd7ZYIuA,2,4,1
tdcjXyFLMKAsvRhURNOkCg,6/28/11,LmuKVFh03Uz318VKnUWrxA,5,This place shouldn't even be reviewed - because it is the kind of place I want to keep for myself...  =),review,YN3ZLOdg8kpnfbVcIhuEZA,1,1,2
eFA9dqXT5EA_TrMgbo03QQ,7/13/11,CQYc8hgKxV4enApDkx0IhA,5,"first time my friend and I went there... it was delicious!  The food, garlic knots our favorite and of course the wine!  We will be going back ALOT!",review,6lg55RIP23VhjYEBXJ8Njw,0,0,0
IJ0o6b8bJFAbG6MjGfBebQ,9/5/10,Dx9sfFU6Zn0GYOckijom-g,1,"U can go there n check the car out. If u wanna buy 1 there? That's wrong move! If u even want a car service from there? U made a biggest mistake of ur life!! I had 1 time asked my girlfriend to take my car there for an oil service, guess what? They ripped my girlfriend off by lying how bad my car is now. If without fixing the problem. Might bring some serious accident. Then she did what they said. 4 brand new tires, timing belt, 4 new brake pads. U know why's the worst? All of those above I had just changed 2 months before!!! What a trashy dealer is that? People, better off go somewhere!",review,zRlQEDYd_HKp0VS3hnAffA,0,1,1
JhupPnWfNlMJivnWB5druA,5/22/11,cFtQnKzn2VDpBedy_TxlvA,5,"I love this place! I have been coming here for ages.
My favorites: Elsa's Chicken sandwich, any of their burgers, dragon chicken wings, china's little chicken sandwich, and the hot pepper chicken sandwich. The atmosphere is always fun and the art they display is very abstract but totally cool!",review,13xj6FSvYO0rZVRv5XZp4w,0,1,0
wzP2yNpV5p04nh0injjymA,5/26/10,ChBeixVZerfFkeO0McdlbA,4,"This place is great.  A nice little ole' fashion homemade ice cream place that looks like it has been there for forever.  The place has a real nice vibe to it.  Sorta reminds me of Sugar Bowl only smaller, not as busy, and easier parking.

The menu is ginormous.  I couldn't decide what to get but that didn't matter because the other 3 people I went with chose for me.  I wanted something basic but they insisted on sharing the 'patte' thing.  It is a few scoops of ice cream over a brownie and topped with whip cream and caramel.  While it was very good it just wasn't what I wanted.  Next time I'm just going to get a scoop or 2 of the ice cream so I can really taste what the ice cream is all about.  It is just too difficult to tell when it is topped with a bunch of stuff.  The ice cream we got on the brownie though (butter brittle I think) was excellent.  They have tons of different flavors and they all sound delish!

Anyway I can't wait to go back if I am ever in the area again and need a sugar rush!",review,rLtl8ZkDX5vH5nAx9C3q5Q,0,0,0
qjmCVYkwP-HDa35jwYucbQ,1/3/13,kZ4TzrVX6qeF0OvrVTGVEw,5,"I love love LOVE this place. My boss (who is into healthy eating) recommended this place. I went over with some highly skeptical friends and one dinner was enough to convert them into believers! The food here is so good! We had the Shrimp dumplings and the Onion tart as starters. We ordered the Shirataki noodles and street tacos as entrees. So also ordered the Kale-aid. All of the dishes were yummy. 
I have gone back many times since then and have never been disappointed! I have gone after yoga to get some Kale salad or the chicken chopped salad. I always have to get the Kale aid. 
Once, a guy at the next table, uprooted a whole plant by mistake (on the patio) and was highly embarrassed as was his date! Ever since, I have very careful not to throw my arms around as I can be quite clumsy sometimes! I do NOT want to be banned from my favorite place for my clumsiness! I don't think I can live without True Food!",review,fpItLlgimq0nRltWOkuJJw,0,0,0
wct7rZKyZqZftzmAU-vhWQ,3/21/08,B5h25WK28rJjx4KHm4gr7g,4,"Not that my review will mean much given the more in-depth reviewers but I will chime in nonetheless...

I can really only review one dish, the #3 lunch special, Yellow Curry Chicken. I don't know what the authentic name for it is, Kang Karee something or other. It's so tasty that the first time I had it I knew I'd never branch out. Good lunch spot if you work around downtown. Not the quickest service all the time and can get busy during lunch, but always consistently good. Fairly dim inside, a good place to forget about the sun on a summer day.",review,RRTraCQw77EU4yZh0BBTag,2,4,1
vz2zQQSjy-NnnKLZzjjoxA,3/30/11,Y_ERKao0J5WsRiCtlKSNSA,4,"Came here for breakfast yesterday, it had been years since I have stopped in here and do not remember the entire place having waiter service.  Place was empty at 9am on a Tuesday morning but the atmosphere was casual, this place is pretty much been here for as long as I can remember and I am one of the 2 people that are native to Phoenix.  I always felt it was pricey but I think inflation has caught up since prices seemed normal when I went yesterday.  I loved the chips and salsa, the hot sauce is fantastic with a great spicy kick.  I went with the recommendation of the chile relleno which isn't my favorite but I like going with what waiters say so I gave it a try.  It was great!  Very flavorful and they just put it on the eggs so you can eat it together, the tortillas are fresh and home-made tasting, the hash browns and beans were good too.  I read my newspaper and drank my soda while I enjoyed the whole place to myself....oh yeah, I read some Yelp reviews and bookmarked my next stop too, ha ha.",review,EP3cGJvYiuOwumerwADplg,1,1,1
i213sY5rhkfCO8cD-FPr1A,7/12/12,hre97jjSwon4bn1muHKOJg,4,"Always reliably good.  Great beer selection as well as fabulous ""bitch fizz"" (ciders, etc.) and cocktails.  Their pizza is outstanding AND they have a healthy menu.  I generally steer clear of chains but this is an exception.",review,kpbhy1zPewGDmdNfNqQp-g,0,1,0
V1nEpIRmEa1768oj_tuxeQ,5/9/11,dtpJXC5p_sdWDLSobluJ3Q,5,"Disclaimer: Like many of you, I am a sucker for charming little homes that have been re-purposed into restaurants. I am certain that this colored my opinion of Cibo.

That being said, I absolutely love having lunch here the other day. I unknowingly arrived at 2:05 (5 minutes after they close between lunch and dinner) but was served anyway. I had the salscicia sandwich and a side of fruit. The sandwich was excellent, served on perfectly crisp, chewy saltimbocca bread. The sausage was flavorful and was complimented by roasted red peppers and onions. All this was finished off with a great quality mozzarella cheese. Really, really delicious.

I should also say that the atmosphere here was friendly and  comfortable, though a bit small. This would be a great place to hang out if you lived nearby.",review,bCKjygWJZOQHCOzootbvow,0,2,0
qjmCVYkwP-HDa35jwYucbQ,3/28/10,2VTwjhOX3UUvgOGbxe4xfA,4,I went here again when I got back to Phoenix after being gone for six months. This is one of my mom's favorite places to eat and I can understand why. The ravioli and the miso soup are so delicious! The wine was ok and I would recommend one of their elixirs over an alcohol beverage. Still a pretty delicious place to go in Phoenix.,review,3iuZFgxUFKLxOplkDrFmyg,0,0,0
3oLy0rlzRI_xiqfQHqC4_g,3/27/11,Bk7F8IyBuOHVp6w3BAKVow,3,"There's two ways to look at this place. One is getting quality food at a good price. The other is getting a lot of food for a cheap price. I prefer the former but those who prefer the latter won't agree with my review.

I thought the scramble I had was okay but nothing fantastic. I definitely didn't care for the biscuits. The food wasn't health conscious at all but if you're looking to fill up with calories and get a good-sized portion then this is your type of place. Also, I am not a fan of the diner-type ambiance... I would rather have something with more character but I'm glad I tried this place out.",review,1guJDgUfTiDdbgKqBhsZFQ,1,3,1
o1GIYYZJjM6nM03fQs_uEQ,11/30/11,ApKbwpYJdnhhgP4NbjQw2Q,1,"I've eaten here many times, but none as bad as last night.
Service was excellent, and highly attentive.
Food, absolutely horrible.

My expectation was they would serve a steak on par with their seafood. After all, they were charging 39 bucks for a ribeye. 
What I was hoping for was a 1- 1-1/2' thick steak, cooked Pittsburgh style as I had ordered. 
What I got a a 3/4 in thick piece of meat that was mostly fat, gristle, and in no way resembled Pittsburgh Style. 
Salad, similar to something you could get at Chick Filet
Veggies, blah.
Bread basket, ample, but day old, and if not, it certainly wasn't fresh. 

In addition to bad food, we were crammed into a small room where we were nuts to butts with 6 other tables, listening to conversations ranging from someone's recent bout with pinkeye, and another couple who elected to speak entirely in French, until the waiter showed up, then it was like they turned off the French switch and suddenly began speaking English. 

I've had it with this place.
If I'm going to pay 150 bucks for dinner, it'll be at Mortons, or Maestro where the steaks are 1-1/2 in thick, cooked to perfection, and half of it doesnt wind up on the plate as fat and gristle",review,iwUN95LIaEr75TZE_JC6bg,0,4,3
Pr9rQKypHgC_J1AfufxzIw,12/28/08,vUuFuf4LYxfqbZH3lYxJfw,4,"They must have renovated this place in the last year. It is now spacious and airy and there is no longer the dreaded ""hover over a table to get a seat"" necessity.  It now reminds me much more of the dreaded ""Panera Bread"" chain in California, but the food is still much better and has much less of a ""mass produced"" feeling and taste.

The service (management, staff etc) were extremely attentive and responsive to requests as well as keeping the place extremely well clean and cleared.

I love carbs...Carbs with carbs and a side of carbs.  They serve warm syrup with their pancakes (yum!) and their bread is just amazing.  

The ""side of pancakes"" is plenty big for a meal and they are always consistent, fluffy, and tasty.  

They offer both a dark roast and a house roast for coffee and all the powdery loveliness (cinnamon, nutmeg, cocoa) to top it off just right.

Today, before returning to the land of freeways and smog and eternal sunshine(well, the other land of that anyway) we enjoyed their peppermint hot chocolate. I would highly recommend that you run on it and have this frothy goodness before the holiday season ends!",review,iFa0SLpNeLbx6aux65mNbQ,0,1,0
AGar9KVq_W7YcF76avbDTw,10/16/12,gNm48xplqt42p-NvCkzUBg,4,"Very clean and well thought out floor plans, nice to have a friendly staff with smiling faces. Best Target I have been to in a while.",review,370JyOQfFcPSB9_jk641gA,0,0,0
qyNtVViurIcChc35mfYIEw,7/9/08,1fRGR6XTTElRBZW_oDrpUA,4,"Decor  functional 
Staff friendly and are really kind to our toddler
food rocks  within my  limited range of  red and yellow curries ( so much so they suggested I try something else, hey it's not my fault these are so good that I didn't want to risk anything lesser. 

Prices are a bargain for entrees,  spice is there, they really get the request to make it very very hot.   This is probably the best bargain  in North Phoenix for  spice hounds",review,N3L6SDymSRkYQtTiSDmXSg,1,1,0
umdxfhSlk67yGEi8-S-bEg,11/9/11,2sG6LKzRz91l10stVHl8uQ,4,"This Place just opened up next to the salon I work in. AMAZING! They hit the ground running, 

It's a deli style, where you order at the counter and they bring you the food. I had the Grayhawk Turkey Club and the turkey was great! No packaged crap here. It was thick sliced and probably rotisserie. For the side I had sweet potato tater tots. DELISH! The have regular fries, sweet fries, tater tots, onion rings, etc. 

Great looking salads, Chicago-style dogs, gourmet burgers and yummy sounding mac and cheese. 

The only thing keeping it from 5 stars is the price. It's great for dinner, but a little steep for a work day lunch.",review,F0dO68TECqEJBhBJ4P0qVA,0,1,0
qsThMZ3lXWYLN4t08ScsNA,3/13/09,fuY6Bf4EtW3UwrdLQJa9_Q,4,"I really really like Frances.  I love most of the clothes in there, but I can never have them because I can't afford it.  The store in general is pretty cool, there are lots of neat things in here from stationery to clothes to jewelry to baby stuff to dog stuff to vintage stuff.  There is a lot of stuff here.  It's all quite pricey though.  The sales they have every now and then are sorta okay, but still break the bank if you buy anything.  Overall they carry good quality products and the staff is super friendly and helpful.  I can't hate on a place too bad just because I can't afford it.",review,W_QXYA7A0IhMrvbckz7eVg,2,2,1
puy0PzIcCgR3KWJI7llBFQ,6/30/12,UTWI0z7nV5zNJLWnOz9Z5A,4,"Solid food, great device, and casual environment.  They will not leave you hungry.  Overall, it's really good.",review,PiDqfET_ZrDKJSLKe03O9A,0,0,0
e0vubCKi8KD8zC2C6FdbuQ,4/12/12,7uzj6rJ71toRmdsXyo2suA,4,"my son really enjoys islands, great food, casual kid freindly atmoshpere we go here quite a lot and seem to keep coming back",review,wv5-4IPtpVA8wdqXu-Onpw,0,1,0
faSdsW2s_SaVN0KTy-R2MQ,6/13/09,HXU9dbOSlByXW-dB8LmJgA,4,"I was seated at the bar. A very nice young man was working the bar an provided good conversation.

I was offered a DELICIOUS chicken, bacon, bleu cheese amuse. Yum!

I ordered a pine nut pesto pizza, which wad delivered by the chef! :)

The crust was perfect! Thick enough for structure and substance, but thin enough to ""hide"" behind the flavors of tomato and pine nut pesto.
The cheese was also just right.

Delicious!

I also had the chicken panini, which was fantastic! The bread was a bit hard, but I think I was too busy talking and let it sit too long.

All in all I'd definitely recommend L'Academie if you're in that area of Scottsdale.",review,7cR92zkDv4W3kqzii6axvg,1,1,1
qB-qsaSnhbHCt18_AN4Quw,12/21/11,1FvrC35rTJ6BWFvRog7tuA,3,"Everything was nice. The ice cream was delicious, no overwhelming alcohol taste & an interesting variety of flavors. Service was fine, place was clean. I'll go back, but only because I have a killer sweet tooth and they're in the neighborhood.",review,66PQJEHC0tCWGMI4V9KT-Q,0,0,0
aRkYtXfmEKYG-eTDf_qUsw,4/4/09,Ckk1Cne1GHwzmJfo7M4r2w,5,"(Un)fortunately for me, lux is close to my house.  I walk there nearly every day and am much poorer because of it.  The coffee and pastries are amazing.  They always play really great music too!",review,IUWjTmXc3wLVaMHz33inaA,2,1,1
JuBygU4XDjqSeW9okyvbsQ,9/25/10,bu9S6tFKuTrMcNxQaQYMQA,3,"After watching her win on Cupcake Wars I was determined to find this place (It's very well hidden)and sample the cupcakes.  I have to say I was not impressed; i make better cupcakes on my own.  More creative and not so sweet you'll go into a diabetic coma.  i did have a California BLT as well and it was a good sandwich although the bread was a little too toasted for my liking.  The staff was friendly, the ambiance was very pleasant and it was clean.  But the cupcakes...really not all that.  Sorry....",review,1MyXsAhZK35A6EAr4reLCA,0,1,1
jRfdz5voj40P6WS9L54caw,1/3/12,V75NCU3EhqTDwPj5In94DQ,4,Good for an easy and leisurely business lunch or outing with the girls.  The market downstairs is great for takeout and a great selection of bakery treats.,review,r-t7IiTSD0QZdt8lOUCqeQ,0,1,0
7SO_rX1F6rQEl-5s3wZxgQ,10/3/11,GxaYFCprt-wyqO--vB4PHQ,4,"After my last review, somewhat scathing regarding the burgers, I got an invite from the management to come down, meet the chef and give him another try.  I thought to myself, ""how nice"", they read my review and they are concerned about the quality of their product.  I think that is admirable.  I did not take them up on the offer, because I don't feel that would be appropriate - I'm interested in doing yelp reviews because I have benefitted from reading the reviews of others, and I want to share my thoughts and feelings too :-) - I'm not looking for freebies.

So, anyway, last friday seemed like a good day to walk over to LGO and see what's shakin.  I grabbed my growler jug (still the best deal around) and the wife, called a friend to join us for a beer and walked on down to the corner.  The evening was a bit on the warm side, but it was quiet and about the normal buzz of busyness for this corner.  It's always kinda crazy and we like to sit on the patio to watch the manic drivers race around trying to find parking.  We went into the store and the wife ordered a grilled-fish sandwich.  I nervously ordered a cheeseburger with fries.  After placing our orders and getting warned that we needed to be around to pick them up, I moseyed over to the bar to get my jug filled with Stella.  Did I mention that this is an awesome deal?  So, we got some glasses and headed out to the patio.  Soon afterward, they called our name and we got our grub.  My wife's fish sandwich was consumed with muffled oooh's and ahhhhs', and she raved about the perfect texture, grilled flavor and delicious, fresh multi-grain bread.  She also raved about the slaw that came with it.  I think she liked this sandwich.  The burger, on the other hand, is still a disappointment.  I ordered it Medium Rare (the only way to order a burger) and kudos to the woman for not warning me about undercooked meats - I'm aware.  really. And I asked for cheese and put it on a hamburger bun.  It came open-faced with a pile of coarsly shredded mild cheddar cheese.  It had the appropriate veggies - lettuce, pickle and tomato, red onion slices and the special sauce.  With a pile of limp matchstick fries on the side, it was a big pile-o-food.  The portion was impressive.  That's about where it ended for me.  The burger was overcooked and the pile of shredded cheese is a bit off-putting.  It's impressive, I'll give 'em that, but a big pile of cold, shredded cheese just doesn't work for me.  The cheese needs to be melted.  A good burger has the cheese melted.  at least some.  Lot's of cheese can be fun, but it overpowers the rest of the flavors and tends to cool the burger quickly.  I scraped off about two-thirds of the cheese - enough to make a cheese crisp if I had a tortilla, and put the burger together.  Flavor was so-so.  After I added some salt and pepper, flavor was just a little better than so-so.  Burger was cooked to med-well, but still juicy.  The veggies were fresh and crispy.  A side of mayo for dipping the fries in is required for me.  I like my fries Belgian style.  The bun was a little dry and on the edge of stale, but not bad enough that I could not eat it still.  Overall, I stand by my original review of the burgers here.  I realize LGO is trying to stand out with a ""different"" presentation, and I applaud the effort, but I think it needs a bit more work to stand out at a time when everybody is doing burgers.  The fries were sub-par, limp and forgettable.  The ambiance, however, is what brings us back.  Sitting on the corner patio, sipping a beer, having a great conversation and watching the show all around me is a great way to wind down on a warm Friday night.  LGO - keep working on the burger, I'll keep coming in, but I think I'll stick with the wings for now.",review,J3I2NClEbD1Xr8lOdjxlqQ,1,2,1
