rating,title,user,user_link,time,comment
8," Really good !
",gehriquentin,/user/ur155518392/,26 February 2023,"That's a really good movie, to be honest I didn't really love the first one.Namor is a really good villain who is not only bad or good. I was happy to see IronHearth being introduced in the movie. There wasn't too much jokes, because sometimes their jokes are not really fun.I didn't love the new suit of Black Panther, it's ugly to see the mask putting him himself.At first, I thought it was going to be long, cause it's a two hour and half movie. I watched it in 2 or 3 times but it was never boring or too slow like peoples are saying.Honestly, I recommend you this movie even if I know that the non marvel fan won't watch it and the marvel fans will have to watch to know the story."
3," OMG.... so boring of a movie.
",pseely-09031,/user/ur94391767/,26 February 2023,"So boring so slow. I can't believe this is the sequel to the thrilling first movie..
Costumes are great and all the CGI is wonderful but the storyline is just horrible.Do yourself a favor and watch a star track or something else that has more action.Just slow and walking through mud. It's just too bad Disney's lost its magic. Once again, the sequel doesn't live up to the original movie.Angela Bassett is great but the storyline is just boring.Do yourself a favor and find a better movie. No wonder this movie didn't do well at the box office.As I said before, do yourself a favor watch this movie with lots of people so you don't have to pay attention."
4," Yawn!
",barrymw,/user/ur62880559/,25 February 2023,"There isn't anything about this that would make me want to watch it again. In trying to respect the memory of Chadwick Boseman they have forgotten what made that film so great.This is just a long winded mess with an unsatisfying unoriginal plot that we've seen a hundred times before only better.Black Panther was so rich and full of great characterisation to accompany the spectacular battle and action sequences. You cared about what happened to everyone. Here everyone is a poor copy of the original, no mean feat with so many of the original cast returning.File this under ""what were they thinking?"""
3," Slow
",mbell-56214,/user/ur67275523/,25 February 2023,"I was really hopping after the opening 10 minutes homage to Chadwick Boseman, that the film would improve, but unfortunately not.Tediously slow and predictable it just felt that there was a total lack of new ideas for this film. At just short of three hours most of this film was actually a waste of time. And even with the long run time, there was a strange lack of action in the movie.Phase 4 for Marvel, quite frankly has been an embarrassment and I'm sure Stan will be turning in his grave. It really does feel like the writers have run out of ideas. I hate to say this but I'm now filled with dread for the final Guardians of the Galaxy movie.I was really hopping after the opening 10 minutes homage to Chadwick Boseman, that the film would improve, but unfortunately not.Tediously slow and predictable it just felt that there was a total lack of new ideas for this film. At just short of three hours most of this film was actually a waste of time. And even with the long run time, there was a strange lack of action in the movie.Phase 4 for Marvel, quite frankly has been an embarrassment and I'm sure Stan will be turning in his grave. It really does feel like the writers have run out of ideas. I hate to say this but I'm now filled with dread for the final Guardians of the Galaxy movie."
5," Boring, slow and weak plot.
",abdullahh_,/user/ur126578657/,25 February 2023,"It looks like the Marvel are evolving, but just backwards as their movies have lost their touch. It was just made to honor Chadwick Boseman as Black Panther. This sequel of Black Panther was very boring and it seemed to go on and on. It didn't hook me at all. The plot was very weak with awful direction. The story was slow with little or no character development. Very flat movie for me and if you have nothing else to watch, you can watch it but I dont feel like watching this movie with my friends or family or any occasion. The ending is very flat and boring too. Never once it had my interest. I wish they end Black Panther and do not drag it further."
8," SWAG-kanda Forever: Finding Namor
",dtcwee,/user/ur98451635/,25 February 2023,"While Michael B. Jordan and the late Chadwick Boseman stole the show in the first Black Panther, every cast member in this sequel delivers an amazing performance.Letitia Wright in the main role delivers the most range, from grief to fury, far from the cocky savant in other Marvel movies.Angela Basset is supposed to be a queen, but amps it up to Goddess.Danai Gurira takes haughty warrior to the next level, and navigates it through a fairly dramatic arc.The less-melanin-endowed - Tenoch Huerta, Martin Freeman, and Julia Louis-Dreyfus - also bring their a-game, dropping lines like bombs throughout.Everyone has so much swagger that those with slightly less screen time, like Winston Duke, Dominique Thorne, and Lupita Nyong'o are drowned out or do not get the development they deserve.There are so many important characters that some disappear for big chunks of the film. Wakanda Forever, at 2 hours 40 minutes could have been 2 films, though I was never bored.It's a pity that the great performances are poorly supported by forgettable dialogue and clumsy plotting.Even with that handicap, the actors go beyond having chemistry to be more like pieces of flint striking each other and giving off sparks. The tension is picked up by decent camera work, zoom, and framing.Which brings me the worst part for me. The 2:39 extra-wide aspect ratio is best suited to wide Imax vistas, of which the movie has very few. When used on ensemble dramas, the cropping of characters becomes distractingly clear as does the empty space to the sides. (I kept checking my TV settings to see if they were the problem.) It's even wrong for the battle sequences, which instead of being wide line clashes play out vertically, on tall structures or surface-to-sky.Despite these difficulties, Wakanda Forever is full of actors and characters I would love to see again.""Uhambe"" for now."
8," Commendable
",Prasil15,/user/ur85639547/,25 February 2023,"Black Panther: Wakanda Forever is a very nice effort. Letitia Wright's performance as Shiru was admirable.The story of the movie was decent. The movie is very well directed. The songs were sounding perfect in the background. The costumes of the characters were beautiful. The cinematography was also adequate. All the emotional scenes were well executed. At some places, the story was falling apart, but the brilliant performances saved that. The fighting scenes were satisfactory.In a nutshell, it was enjoyable and it could have been extra-ordinary, but it was a good and memorable tribute to Chadwick Boseman."
10," W Movie. Kind of insane how a story this good was pulled off.
",bellvk,/user/ur162527304/,25 February 2023,"How does a society cope when its greatest defender and spiritual leader is no longer there to protect and ensure the well being of the people? Truly, Wakanda Forever is a story unique and distinct compared to all the other marvel movies. I have no explanation for why the reviews here seem to be so negative. For all the nitpicking you can do, in the end the plot was insanely ambitious and the creators pull it off magnificently. The conflicts and tension throughout kept me on edge and the introduction of Atlantis as a mirror to Wakanda was an incredible choice.This movie left more of an impact on me than most marvel movies. I was shocked that it rated lower on IMDB than Ant man or Dr Strange Multiverse or Love and Thunder.... I don't mind those films like some other marvel fans but rating Wakanda Forever as lower really makes zero sense. I'd hate to think there is a negative bias to the Black Panther series.Seriously this is a very mature film that blew my expectations away and raised my hope and excitement for the next story into the stratosphere. The only mid part of the script was the random teenage engineer character, but apart from that, a hell of a movie and one that honours the late Chadwick Boseman. All Hail."
5," Pretty average
",scottleerobinson,/user/ur98548094/,25 February 2023,"Pretty average film and probably the worst of the marvel films,the film was pretty slow and boring,the action scenes were great when they happened and the acting of the cast was brilliant,Namor didn't look right and they shouldn't have changed the setting from Atlantis just because DC have done aquaman,Namors people looked too much like the people in avatar which was off putting too. Some of the characters didn't seem right in the film and maybe should have been introduced in a different film or could have had more time developing them.the tribute to Chadwick Boseman was a nice touch but he should have been recast as he wished rather than having him killed off."
2," Pure political correctness
",yu_yickd,/user/ur141872042/,25 February 2023,"It was a disaster. After the death of the Black Panther King, the sense of solemnity and Marvel style shenanigans under internal troubles and foreign conflicts intermittently appeared, which dealt a devastating blow to the characters on the basis of the already shallow group image creation. The spectacle presentation of the new country and the Marvel Universe interaction task imposed by studio even squeezed out the role of the first protagonist Suri. When the drama is out of control, there is only one action scene, but it is also full of almost zero action design, shot editing that seems to avoid action description and strong CG sense. The most ridiculous thing is that the feminist point of view is carried out from the beginning to the end, and Shuri's growth is so valuable (btw's acting is very poor), from others to her full protection to her full protection, the last minute egg disgusting face finally can not be maintained, and there is still a little prince, or a man who wants to win the fruits of the revolution. Sure enough, the throne can only be sat by men, who win the final moment but foil. Namo is very big down there. It's the only one worth seeing."
4," Wakanda Forever? No, it just feels like it
",NavyOrion,/user/ur13246564/,25 February 2023,"""Wakanda Forever"" is saved from being the worst MCU movie by one thing: the fact that ""Thor: Love and Thunder"" was even worse. But at least Thor 4 didn't take almost three hours to suck so badly.Letitia Wright, as Princess Shuri, was just fine playing a sidekick role and providing some comic relief in ""Black Panther,"" supporting Chadwick Boseman. But forced by his death to take over the lead, she just can't cut it, having neither the acting ability nor the screen presence to carry a movie, let alone the physicality to portray a believable super-hero. Angela Basset, normally an excellent actress of depth and gravitas, is relegated to petulant screaming and temper tantrums until she is mercifully allowed to be killed off. And while Dominique Thorne did well in her role as the black female Tony Stark, after being the driving character for the first act, she was simply forgotten for much of the rest of the movie, until debuting as Ironheart, in a suit that looked like a design rejected for the Power Rangers movie.Granted, the death of the starring actor left the producers in a bad situation, but writing out the character was the wrong answer. I can't help but think that simply recasting T'Challa would have been a better solution. It would have been difficult to replace Boseman, but if nothing else, maybe they could have attracted better writers.The cgi was adequate, but wasted on implausible scenes and badly-choreographed fight scenes, which came and went with no more lasting effect than a dance scene in a Baliwood musical. The dialog was bland, the plot was thin and unrealistic, and the villian was not only poorly-motivated and ultimately unthreatening, but frankly silly-looking (pigeon wings on his ankles, seriously?)I'm glad I didn't see this dumpster fire in the theater, but waited until it was streaming on Disney, so that I didn't waste $15; the bad news is that I wasted almost three hours of my life. Unfortunately, ""Wakanda Forever"" is just another example of how the Disney movie-by-committee format is bringing down yet another once-great franchise."
2," very very bad
",Fubukesu,/user/ur22203333/,25 February 2023,"Boring story
stupid plot
idiotic characters
unsympathetic protagonists
bad action
bad CGI
spears
no usefull place in the MCU
a catastrophic ending to a catastrophic phase 4
goodbye marvel.Oh I need 400 more characters, wow.This movie was 2hours 40 and you feel it. I actually got bored a lot. The only things that kept me awake was the stupid plot with its unlikeable characters that behave like morons all the time. Death, war, stakes, consequences...means nothing in this movie. Just watch, switch your brain off and try to like the characters presented, which seems to be impossible if you ask me. 250m $ on this seriously? Even avengers 1 looks better..."
8," Rip Chadwick
",gcbeaton-87178,/user/ur160626021/,25 February 2023,This movie's 1st hour was very boring very boring But it couldn't have been better it simply just couldn't have any funeral time which is the reason why I watched it It did have some cool action to change which probably won't made the movie I thought this was a good movie because of 9 more and the Queen reminders performance But I think it just could have done better and the mc U is kind of dropping away but yeah it was it was it was fairly good it couldn't have been been great though it couldn't be with if that had more funeral time in this actually weren't flight 18 hour and a 1/2 I feel like this would have been a good movie like I'm not a good movie a great movie.
5," Humph
",billbong-98446,/user/ur162691056/,24 February 2023,"As stated many times, it takes a lot to get into the movie. The wardrobe-cool. The actors-all good. The storyline-huh? The scripting-meh.It felt very narcissistic. Also what's up with the script? One example, during the movie I noticed when the water guys story was being explained he says they couldn't breathe air and had to go under water where they could breathe via the oxygen in the water.. is oxygen still air? Or did I miss something.All in all I started to like the movie when they had the battle on sea because finally some real action . Then I didn't like it again when the water guy has to state wakanda are the most powerful on land. Again super narcissistic.Also I love history and ancient civilizations, but I didn't like their use and interpretation."
3," Slow, boring and disappointing
",aalwani-999,/user/ur33701382/,24 February 2023,"Slow, boring and disappointing ,
Not like the rest of the Avengers movies, usually when I watch a movie I devote myself entirely to the movie, but this movie made me grab my phone a lot and go and come back, the dialogues are boring and long and the story has a lot of exaggerated length and until the end is incomplete, in addition to that the scenes of the city under the ocean do not have the power of visual scenes Which we are used to in the Avengers movies , It would have been better to stop the Black Panther films and adopt new stories, because with this film you have destroyed the strength of the Black Panther films, unfortunately."
5," A decent effort, but...
",alisdair-42129,/user/ur79262327/,24 February 2023,"A decent effort to continue this part of the franchise, but unfortunately it comes up short on too many levels. The first one is that, it proved Chadwick Boseman could not be replaced. Oh, and by the way, for the n'th time, why oh why pander to the current fad to make the film so dark, and the sound so muffled? It adds nothing to the drama, it's just annoying. As so often, cgi is inserted to cover up a lack of a coherent story-line, previous characters are wheeled in to provide continuity (they don't) and (bless) the shots of the undersea dwellers look like normal humans holding their breath while smiling. And last but by no means least - how does Martin Freeman get these parts? At best he should be presenting Blue Peter - I don't know what he thinks he's accomplishing but he isn't - someone please shoot him and put him out of our misery."
3," Wow...
",jay_mav,/user/ur34967375/,24 February 2023,"... What an absolute pile of steaming dog s@#&. Long, slow, boring and some horrible cgi. Marvel studios have really lost their way.First Eternals, then Thor Love and Thunder, now this. Wasn't a huge fan of the first Black Panther to be perfectly honest. I loved the character in Civil War though. I had placed a lot of hope on Quantamania but seems that's gone to pack too. Just read a story that all the studio coin got directed towards this as opposed to Quantamania. Can't tell lol.Fingers crossed the new DC movies can add up to something decent. Although, the whole time travel cack is getting ridonkulous."
6," An average entry to the disappointing phase four of the MCU
",TheDanishMovie-Nerd,/user/ur157552764/,24 February 2023,"Wakanda Forever, the latest addition to the Marvel Cinematic Universe's Phase Four, is another average entry in the franchise. The movie has some positive highlights, including stunning world-building and visual style in the first half. However, in the third act, the film loses its visual flair, becoming comparable to a Saturday morning cartoon with goofy and awkward CGI animations.The central performances are fine, with Angela Basset standing out as she steals every scene she appears in. The plot is a little messy, with a couple of unnecessary side quests that didn't add much to the movie and felt like a set-up for future films that the studio forced in.The absence of T'challa is felt throughout the movie, and it's clear how much Chadwick Boseman brought to the first movie. He is truly missed, and may he rest in peace.Wakanda Forever is another average addition to the Marvel Cinematic Universe's Phase Four. While some positive aspects include stunning world-building and fine performances, the film's messy plot and forced set-up for future movies detract from the overall experience. The absence of Chadwick Boseman is deeply felt, and his talent is sorely missed. Fans of the franchise may still enjoy this latest instalment, but it falls short of its predecessor's greatness."
8," One of the best marvel movies
",PJMZdanowski,/user/ur21651443/,24 February 2023,"Having been raised on comic books I like watching Marvel movies, but lets be frank: most of them are pretty predictable, poorly acted and can only serve as a pure popcorn entertainment, best consumed when you are too tired to do anything else, but want to see some cool fights and have a few laughs. This one however was extremely refreshing, with a much more powerful emotional scenes, awe inspiring visuals and quite fresh designs of two exotic nations. The almost all female ensemble on the side of Wakanda delivered really great performances and the Namor was also depicted in fascinating way, that will probably make him one of the most interesting villain/anti-heroes of the whole franchise. Overall this is probably the best part of this phase and probably one of the best in the entire marvel slate."
2," Worse than Thor: Love and Thunder
",moritzpracher111,/user/ur44656587/,24 February 2023,"The whole Movie was way too long and still the story and the characters had no depth to me. The underwater scenes were too dark for watching it at home and the action scenes felt very boring. And Agent Ross also barely appeared in it, even tough he was the only humorous character in the first film and since marvel loves to use childish humor in their movies it felt like they tried it a bit here, but it didn't work out at all. I can't even tell if it was meant to be funny at some moments or not. The funeral tough was executed in a very good way and felt like a good tribute to chadwick and the appearance of killmonger was also good.Overall the movies is just lame, I am glad I didn't watch it in the cinema."
6," An hour too long
",elgraefen,/user/ur68264897/,23 February 2023,"I was on 2 overseas flights for a total of 19 hours, and that's how long it took me to slog through this movie, and that's with nothing esle new or interesting to watch. I kept starting and stopping it, because it is soooooo slooooow. It feels as if there are thirty minutes of film dedicated to simply watching the main character think. If they cut an hour out of it, it might make for a pretty good flick, and maybe even get up 7.5 stars. It also struggles with no big name stars to carry it. The storyline is fairly interesting, and the action scenes are well done, but there's just not enough of either."
10," I mean what can you say about this film!
",sidelsworthy,/user/ur161017734/,23 February 2023,For a film that was a tribute act to Chadwick I'd honestly say that they could have done some things to the film. Like add more to Shuri's story. Or make Queen Ramonda's death a little bit more tense to add suspense and drama to the film. I think that Ryan Coogler and Kevin Feige executed off a brilliant way to end Phase 4 of the Marvel Cinematic Universe. They need to add more into the story of the Talokan people in Phase 5 or 6 (that would be cool) just so people can contrast between the Talokans and the Wakandans. Overall I think Tenoch Huerta's acting debut is spectacular. He really portrays the character well.
5," No need to see it more than once...
",isabelleskogh,/user/ur153232593/,23 February 2023,"For obvious reasons, I knew going in that this movie wouldn't measure up to the first BP movie. Still, I rarely miss out on watching a Marvel movie but in the end, I personally feel that this movie was barely worth the price of the money ticket. Especially considering when it was released on Disney+ like two months later. I've seen it once and have no desire och interest to ever see it again. This is one of the latest Marvel sequels that was just simply disappointing, overrated and overpriced. A sign that the Marvel movie magic is wearing off and that they're gonna have to work harder to measure up to the early movies' standard..."
7," Not what I expected
",muhammad-tahatariqstudentboras,/user/ur162637450/,23 February 2023,"It was a pretty good film, and interesting. It had the new balck panther and the new water people. It had all the things a person can expect from a intersting movie. But I disliked that they didnt pay a lot of respect to mr Boseman. They could have put an ending that said rest in piece blackpanther, but they didn't. It was just in the start. They could have shown more of the vibranium because that is the material that is the best thing wakanda has. They could have shown Africa better, and not just killed black-panthers mom so easily. I also think that they could have continued the story a bit more like the Black panther 1, and not just add a whole another thing."
8," A film that pulled off the impossible
",dakotadickenson-83457,/user/ur161212279/,22 February 2023,"Black Panther: Wakanda Forever is one of the best projects of Phase 4 of the MCU and I was glad they saved this for last, unless you count the Guardians of the Galaxy Holiday Special. After the real life death of Chadwick Boseman, who played King T'challa of Wakanda in the first Black Panther, it looked like this film was on the verge of not being made, but Ryan Coogler pulled off the impossible and made it work while also following key details from the comics. The film honors Chadwick Boseman in the best way that can be done and is probably one of the saddest movies of the MCU. Shuri played by Letitia Wright steps into the shoes as the lead character in this film and pulls it off successfully while using real life elements to fill in the shoes of her on screen brothers role. This is also hands down Angela Bassett's best role she's ever done as the current leader of Wakanda following King T'challa's passing and as well as one of the best performances by an actor/actress in the MCU and superhero movies period. She steals the show in every single scene she is in and knows how to grab the audiences attention making her one of the standout characters of this film. Tenoch Huerta who played the villain Namor is phenomenal and one of my favorite villains currently in the MCU. He brought us a villain that wasn't always bad and always tried to do things for the best of his people, making him a villain that audiences alike can relate too. It was great to see some of the old cast from the first Black Panther again as well as newcomers such as Riri Williams Iron Heart. It's also worth noting that the visual effects on this movie were probably some of the best to come out of Phase 4. Overall, this is a powerful film mixed with real life elements that pulled off what was thought to be impossible to do, only to pull it off in the end in a big way. Rating 8/10."
